patch_id,split,country,city,row,col,x0,y0,patch_size,stride,coarse_label,coarse_label_name,sar_path,optical_path,dem_path,slope_path,source_s1_mosaic,source_s2_mosaic
Italy_Bari_r000_c010_x1600_y0_s160,train,Italy,Bari,0,10,1600,0,256,160,2,non_built_up,train/SAR_tif/Italy_Bari_r000_c010_x1600_y0_s160_SAR.tif,train/Optical_tif/Italy_Bari_r000_c010_x1600_y0_s160_OPT.tif,dem_tif/train/Italy_Bari_r000_c010_x1600_y0_s160_DEM.tif,dem_tif/train/Italy_Bari_r000_c010_x1600_y0_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r000_c011_x1760_y0_s160,train,Italy,Bari,0,11,1760,0,256,160,2,non_built_up,train/SAR_tif/Italy_Bari_r000_c011_x1760_y0_s160_SAR.tif,train/Optical_tif/Italy_Bari_r000_c011_x1760_y0_s160_OPT.tif,dem_tif/train/Italy_Bari_r000_c011_x1760_y0_s160_DEM.tif,dem_tif/train/Italy_Bari_r000_c011_x1760_y0_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r000_c012_x1920_y0_s160,train,Italy,Bari,0,12,1920,0,256,160,2,non_built_up,train/SAR_tif/Italy_Bari_r000_c012_x1920_y0_s160_SAR.tif,train/Optical_tif/Italy_Bari_r000_c012_x1920_y0_s160_OPT.tif,dem_tif/train/Italy_Bari_r000_c012_x1920_y0_s160_DEM.tif,dem_tif/train/Italy_Bari_r000_c012_x1920_y0_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r000_c013_x2080_y0_s160,train,Italy,Bari,0,13,2080,0,256,160,2,non_built_up,train/SAR_tif/Italy_Bari_r000_c013_x2080_y0_s160_SAR.tif,train/Optical_tif/Italy_Bari_r000_c013_x2080_y0_s160_OPT.tif,dem_tif/train/Italy_Bari_r000_c013_x2080_y0_s160_DEM.tif,dem_tif/train/Italy_Bari_r000_c013_x2080_y0_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r000_c014_x2175_y0_s160,train,Italy,Bari,0,14,2175,0,256,160,2,non_built_up,train/SAR_tif/Italy_Bari_r000_c014_x2175_y0_s160_SAR.tif,train/Optical_tif/Italy_Bari_r000_c014_x2175_y0_s160_OPT.tif,dem_tif/train/Italy_Bari_r000_c014_x2175_y0_s160_DEM.tif,dem_tif/train/Italy_Bari_r000_c014_x2175_y0_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c000_x0_y160_s160,train,Italy,Bari,1,0,0,160,256,160,2,non_built_up,train/SAR_tif/Italy_Bari_r001_c000_x0_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c000_x0_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c000_x0_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c000_x0_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c001_x160_y160_s160,train,Italy,Bari,1,1,160,160,256,160,3,sparse_built_up,train/SAR_tif/Italy_Bari_r001_c001_x160_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c001_x160_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c001_x160_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c001_x160_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c002_x320_y160_s160,train,Italy,Bari,1,2,320,160,256,160,3,sparse_built_up,train/SAR_tif/Italy_Bari_r001_c002_x320_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c002_x320_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c002_x320_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c002_x320_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c003_x480_y160_s160,train,Italy,Bari,1,3,480,160,256,160,3,sparse_built_up,train/SAR_tif/Italy_Bari_r001_c003_x480_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c003_x480_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c003_x480_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c003_x480_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c004_x640_y160_s160,train,Italy,Bari,1,4,640,160,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r001_c004_x640_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c004_x640_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c004_x640_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c004_x640_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c005_x800_y160_s160,train,Italy,Bari,1,5,800,160,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r001_c005_x800_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c005_x800_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c005_x800_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c005_x800_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c006_x960_y160_s160,train,Italy,Bari,1,6,960,160,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r001_c006_x960_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c006_x960_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c006_x960_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c006_x960_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c007_x1120_y160_s160,train,Italy,Bari,1,7,1120,160,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r001_c007_x1120_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c007_x1120_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c007_x1120_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c007_x1120_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c008_x1280_y160_s160,train,Italy,Bari,1,8,1280,160,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r001_c008_x1280_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c008_x1280_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c008_x1280_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c008_x1280_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c009_x1440_y160_s160,train,Italy,Bari,1,9,1440,160,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r001_c009_x1440_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c009_x1440_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c009_x1440_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c009_x1440_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c010_x1600_y160_s160,train,Italy,Bari,1,10,1600,160,256,160,3,sparse_built_up,train/SAR_tif/Italy_Bari_r001_c010_x1600_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c010_x1600_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c010_x1600_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c010_x1600_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c011_x1760_y160_s160,train,Italy,Bari,1,11,1760,160,256,160,3,sparse_built_up,train/SAR_tif/Italy_Bari_r001_c011_x1760_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c011_x1760_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c011_x1760_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c011_x1760_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c012_x1920_y160_s160,train,Italy,Bari,1,12,1920,160,256,160,2,non_built_up,train/SAR_tif/Italy_Bari_r001_c012_x1920_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c012_x1920_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c012_x1920_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c012_x1920_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c013_x2080_y160_s160,train,Italy,Bari,1,13,2080,160,256,160,2,non_built_up,train/SAR_tif/Italy_Bari_r001_c013_x2080_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c013_x2080_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c013_x2080_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c013_x2080_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r001_c014_x2175_y160_s160,train,Italy,Bari,1,14,2175,160,256,160,2,non_built_up,train/SAR_tif/Italy_Bari_r001_c014_x2175_y160_s160_SAR.tif,train/Optical_tif/Italy_Bari_r001_c014_x2175_y160_s160_OPT.tif,dem_tif/train/Italy_Bari_r001_c014_x2175_y160_s160_DEM.tif,dem_tif/train/Italy_Bari_r001_c014_x2175_y160_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c000_x0_y320_s160,train,Italy,Bari,2,0,0,320,256,160,3,sparse_built_up,train/SAR_tif/Italy_Bari_r002_c000_x0_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c000_x0_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c000_x0_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c000_x0_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c001_x160_y320_s160,train,Italy,Bari,2,1,160,320,256,160,3,sparse_built_up,train/SAR_tif/Italy_Bari_r002_c001_x160_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c001_x160_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c001_x160_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c001_x160_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c002_x320_y320_s160,train,Italy,Bari,2,2,320,320,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r002_c002_x320_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c002_x320_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c002_x320_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c002_x320_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c003_x480_y320_s160,train,Italy,Bari,2,3,480,320,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r002_c003_x480_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c003_x480_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c003_x480_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c003_x480_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c004_x640_y320_s160,train,Italy,Bari,2,4,640,320,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r002_c004_x640_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c004_x640_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c004_x640_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c004_x640_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c005_x800_y320_s160,train,Italy,Bari,2,5,800,320,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r002_c005_x800_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c005_x800_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c005_x800_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c005_x800_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c006_x960_y320_s160,train,Italy,Bari,2,6,960,320,256,160,3,sparse_built_up,train/SAR_tif/Italy_Bari_r002_c006_x960_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c006_x960_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c006_x960_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c006_x960_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c007_x1120_y320_s160,train,Italy,Bari,2,7,1120,320,256,160,3,sparse_built_up,train/SAR_tif/Italy_Bari_r002_c007_x1120_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c007_x1120_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c007_x1120_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c007_x1120_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c008_x1280_y320_s160,train,Italy,Bari,2,8,1280,320,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r002_c008_x1280_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c008_x1280_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c008_x1280_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c008_x1280_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c009_x1440_y320_s160,train,Italy,Bari,2,9,1440,320,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r002_c009_x1440_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c009_x1440_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c009_x1440_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c009_x1440_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c010_x1600_y320_s160,train,Italy,Bari,2,10,1600,320,256,160,4,dense_built_up,train/SAR_tif/Italy_Bari_r002_c010_x1600_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c010_x1600_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c010_x1600_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c010_x1600_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c011_x1760_y320_s160,train,Italy,Bari,2,11,1760,320,256,160,3,sparse_built_up,train/SAR_tif/Italy_Bari_r002_c011_x1760_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c011_x1760_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c011_x1760_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c011_x1760_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
Italy_Bari_r002_c012_x1920_y320_s160,train,Italy,Bari,2,12,1920,320,256,160,3,sparse_built_up,train/SAR_tif/Italy_Bari_r002_c012_x1920_y320_s160_SAR.tif,train/Optical_tif/Italy_Bari_r002_c012_x1920_y320_s160_OPT.tif,dem_tif/train/Italy_Bari_r002_c012_x1920_y320_s160_DEM.tif,dem_tif/train/Italy_Bari_r002_c012_x1920_y320_s160_SLOPE.tif,Italy_Bari_S1_2023-03-13_2023-03-13_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Bari_S2_2023-03-13_2023-03-13_09_59_18_RGB_BuiltUpMain.tif
